survey_cycle,department,sub_department,question_id,question_text,theme,avg_score,response_count,favorable_pct,enps_score
2021-Q4,Customer Success,,ENG2,I see myself still working here in two years.,Employee Engagement,3.8,26,0.73,36.8
2021-Q4,Customer Success,,ENG3,I am proud to tell others I work at this company.,Employee Engagement,3.8,26,0.74,36.8
2021-Q4,Customer Success,,ENG4,I feel motivated to go above and beyond what is expected of me.,Employee Engagement,3.8,26,0.73,36.8
2021-Q4,Customer Success,,MGE1,My manager gives me regular and meaningful feedback on my work.,Manager Effectiveness,4.2,26,0.88,36.8
2021-Q4,Customer Success,,MGE2,My manager supports my professional development and career growth.,Manager Effectiveness,4.2,26,0.86,36.8
2021-Q4,Customer Success,,MGE3,My manager keeps me informed about how my work connects to the broader picture.,Manager Effectiveness,4.2,26,0.87,36.8
2021-Q4,Customer Success,,MGE4,My manager creates an environment where I feel comfortable raising concerns.,Manager Effectiveness,4.2,26,0.86,36.8
2021-Q4,Customer Success,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,4.2,26,0.87,36.8
2021-Q4,Customer Success,,REC1,I receive adequate recognition when I do good work.,Recognition,3.4,26,0.53,36.8
2021-Q4,Customer Success,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.4,26,0.53,36.8
2021-Q4,Customer Success,,REC3,My contributions are valued by my team and leadership.,Recognition,3.4,26,0.53,36.8
2021-Q4,Customer Success,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,3.8,26,0.7,36.8
2021-Q4,Customer Success,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,3.8,26,0.71,36.8
2021-Q4,Customer Success,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,3.8,26,0.69,36.8
2021-Q4,Customer Success,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.6,26,0.66,36.8
2021-Q4,Customer Success,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.6,26,0.62,36.8
2021-Q4,Customer Success,,WLB3,I feel supported when I need to take time off for personal reasons.,Work-Life Balance,3.6,26,0.64,36.8
2021-Q4,Engineering,,CGD1,I have access to the learning and development opportunities I need to grow in my career.,Career Growth & Development,3.5,72,0.6,29.5
2021-Q4,Engineering,,CGD2,I can see a clear path for my career progression at this company.,Career Growth & Development,3.5,72,0.58,29.5
2021-Q4,Engineering,,CGD3,The work I do is meaningful and contributes to my professional growth.,Career Growth & Development,3.5,72,0.61,29.5
2021-Q4,Engineering,,COM1,I receive clear and timely communication about company strategy and direction.,Communication,3.6,72,0.6,29.5
2021-Q4,Engineering,,COM2,I understand how my work contributes to the company's goals.,Communication,3.6,72,0.6,29.5
2021-Q4,Engineering,,COM3,Cross-team communication and collaboration is effective.,Communication,3.6,72,0.6,29.5
2021-Q4,Engineering,,CUL1,I feel a strong sense of belonging at this company.,Company Culture,4.1,72,0.85,29.5
2021-Q4,Engineering,,CUL2,The company's values are reflected in how we operate day-to-day.,Company Culture,4.1,72,0.86,29.5
2021-Q4,Engineering,,CUL3,I trust the leadership team to make good decisions for the company.,Company Culture,4.1,72,0.85,29.5
2021-Q4,Engineering,,ENG1,I would recommend this company as a great place to work.,Employee Engagement,3.8,72,0.7,29.5
2021-Q4,Engineering,,ENG2,I see myself still working here in two years.,Employee Engagement,3.8,72,0.75,29.5
2021-Q4,Engineering,,ENG3,I am proud to tell others I work at this company.,Employee Engagement,3.8,72,0.75,29.5
2021-Q4,Engineering,,ENG4,I feel motivated to go above and beyond what is expected of me.,Employee Engagement,3.8,72,0.72,29.5
2021-Q4,Engineering,,MGE1,My manager gives me regular and meaningful feedback on my work.,Manager Effectiveness,4.0,72,0.79,29.5
2021-Q4,Engineering,,MGE2,My manager supports my professional development and career growth.,Manager Effectiveness,4.0,72,0.77,29.5
2021-Q4,Engineering,,MGE3,My manager keeps me informed about how my work connects to the broader picture.,Manager Effectiveness,4.0,72,0.75,29.5
2021-Q4,Engineering,,MGE4,My manager creates an environment where I feel comfortable raising concerns.,Manager Effectiveness,4.0,72,0.77,29.5
2021-Q4,Engineering,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,4.0,72,0.77,29.5
2021-Q4,Engineering,,REC1,I receive adequate recognition when I do good work.,Recognition,3.2,72,0.47,29.5
2021-Q4,Engineering,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.2,72,0.42,29.5
2021-Q4,Engineering,,REC3,My contributions are valued by my team and leadership.,Recognition,3.2,72,0.45,29.5
2021-Q4,Engineering,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,4.1,72,0.85,29.5
2021-Q4,Engineering,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,4.1,72,0.87,29.5
2021-Q4,Engineering,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,4.1,72,0.84,29.5
2021-Q4,Engineering,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.3,72,0.48,29.5
2021-Q4,Engineering,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.3,72,0.46,29.5
2021-Q4,Engineering,,WLB3,I feel supported when I need to take time off for personal reasons.,Work-Life Balance,3.3,72,0.52,29.5
2021-Q4,G&A,,CGD1,I have access to the learning and development opportunities I need to grow in my career.,Career Growth & Development,3.3,14,0.49,24.0
2021-Q4,G&A,,CGD2,I can see a clear path for my career progression at this company.,Career Growth & Development,3.3,14,0.51,24.0
2021-Q4,G&A,,CGD3,The work I do is meaningful and contributes to my professional growth.,Career Growth & Development,3.3,14,0.48,24.0
2021-Q4,G&A,,COM1,I receive clear and timely communication about company strategy and direction.,Communication,3.6,14,0.61,24.0
2021-Q4,G&A,,COM2,I understand how my work contributes to the company's goals.,Communication,3.6,14,0.61,24.0
2021-Q4,G&A,,COM3,Cross-team communication and collaboration is effective.,Communication,3.6,14,0.62,24.0
2021-Q4,G&A,,CUL1,I feel a strong sense of belonging at this company.,Company Culture,3.9,14,0.73,24.0
2021-Q4,G&A,,CUL2,The company's values are reflected in how we operate day-to-day.,Company Culture,3.9,14,0.78,24.0
2021-Q4,G&A,,CUL3,I trust the leadership team to make good decisions for the company.,Company Culture,3.9,14,0.78,24.0
2021-Q4,G&A,,ENG1,I would recommend this company as a great place to work.,Employee Engagement,3.7,14,0.7,24.0
2021-Q4,G&A,,ENG2,I see myself still working here in two years.,Employee Engagement,3.7,14,0.69,24.0
2021-Q4,G&A,,ENG3,I am proud to tell others I work at this company.,Employee Engagement,3.7,14,0.69,24.0
2021-Q4,G&A,,ENG4,I feel motivated to go above and beyond what is expected of me.,Employee Engagement,3.7,14,0.67,24.0
2021-Q4,G&A,,MGE1,My manager gives me regular and meaningful feedback on my work.,Manager Effectiveness,4.0,14,0.79,24.0
2021-Q4,G&A,,MGE2,My manager supports my professional development and career growth.,Manager Effectiveness,4.0,14,0.8,24.0
2021-Q4,G&A,,MGE3,My manager keeps me informed about how my work connects to the broader picture.,Manager Effectiveness,4.0,14,0.77,24.0
2021-Q4,G&A,,MGE4,My manager creates an environment where I feel comfortable raising concerns.,Manager Effectiveness,4.0,14,0.8,24.0
2021-Q4,G&A,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,4.0,14,0.78,24.0
2021-Q4,G&A,,REC1,I receive adequate recognition when I do good work.,Recognition,3.4,14,0.56,24.0
2021-Q4,G&A,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.4,14,0.55,24.0
2021-Q4,G&A,,REC3,My contributions are valued by my team and leadership.,Recognition,3.4,14,0.56,24.0
2021-Q4,G&A,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,3.8,14,0.69,24.0
2021-Q4,G&A,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,3.8,14,0.73,24.0
2021-Q4,G&A,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,3.8,14,0.73,24.0
2021-Q4,G&A,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.8,14,0.71,24.0
2021-Q4,G&A,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.8,14,0.72,24.0
2021-Q4,G&A,,WLB3,I feel supported when I need to take time off for personal reasons.,Work-Life Balance,3.8,14,0.72,24.0
2021-Q4,Marketing,,CGD1,I have access to the learning and development opportunities I need to grow in my career.,Career Growth & Development,3.5,17,0.59,35.1
2021-Q4,Marketing,,CGD2,I can see a clear path for my career progression at this company.,Career Growth & Development,3.5,17,0.59,35.1
2021-Q4,Marketing,,CGD3,The work I do is meaningful and contributes to my professional growth.,Career Growth & Development,3.5,17,0.6,35.1
2021-Q4,Marketing,,COM1,I receive clear and timely communication about company strategy and direction.,Communication,3.6,17,0.61,35.1
2021-Q4,Marketing,,COM2,I understand how my work contributes to the company's goals.,Communication,3.6,17,0.59,35.1
2021-Q4,Marketing,,COM3,Cross-team communication and collaboration is effective.,Communication,3.6,17,0.62,35.1
2021-Q4,Marketing,,CUL1,I feel a strong sense of belonging at this company.,Company Culture,4.1,17,0.85,35.1
2021-Q4,Marketing,,CUL2,The company's values are reflected in how we operate day-to-day.,Company Culture,4.1,17,0.83,35.1
2021-Q4,Marketing,,CUL3,I trust the leadership team to make good decisions for the company.,Company Culture,4.1,17,0.86,35.1
2021-Q4,Marketing,,ENG1,I would recommend this company as a great place to work.,Employee Engagement,3.8,17,0.71,35.1
2021-Q4,Marketing,,ENG2,I see myself still working here in two years.,Employee Engagement,3.8,17,0.7,35.1
2021-Q4,Marketing,,ENG3,I am proud to tell others I work at this company.,Employee Engagement,3.8,17,0.71,35.1
2021-Q4,Marketing,,ENG4,I feel motivated to go above and beyond what is expected of me.,Employee Engagement,3.8,17,0.74,35.1
2021-Q4,Marketing,,MGE1,My manager gives me regular and meaningful feedback on my work.,Manager Effectiveness,4.0,17,0.78,35.1
2021-Q4,Marketing,,MGE2,My manager supports my professional development and career growth.,Manager Effectiveness,4.0,17,0.82,35.1
2021-Q4,Marketing,,MGE3,My manager keeps me informed about how my work connects to the broader picture.,Manager Effectiveness,4.0,17,0.8,35.1
2021-Q4,Marketing,,MGE4,My manager creates an environment where I feel comfortable raising concerns.,Manager Effectiveness,4.0,17,0.82,35.1
2021-Q4,Marketing,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,4.0,17,0.77,35.1
2021-Q4,Marketing,,REC1,I receive adequate recognition when I do good work.,Recognition,3.6,17,0.66,35.1
2021-Q4,Marketing,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.6,17,0.65,35.1
2021-Q4,Marketing,,REC3,My contributions are valued by my team and leadership.,Recognition,3.6,17,0.62,35.1
2021-Q4,Marketing,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,3.6,17,0.61,35.1
2021-Q4,Marketing,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,3.6,17,0.6,35.1
2021-Q4,Marketing,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,3.6,17,0.63,35.1
2021-Q4,Marketing,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.6,17,0.62,35.1
2021-Q4,Marketing,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.6,17,0.63,35.1
2021-Q4,Marketing,,WLB3,I feel supported when I need to take time off for personal reasons.,Work-Life Balance,3.6,17,0.64,35.1
2021-Q4,People,,CGD1,I have access to the learning and development opportunities I need to grow in my career.,Career Growth & Development,3.5,14,0.61,30.5
2021-Q4,People,,CGD2,I can see a clear path for my career progression at this company.,Career Growth & Development,3.5,14,0.58,30.5
2021-Q4,People,,CGD3,The work I do is meaningful and contributes to my professional growth.,Career Growth & Development,3.5,14,0.58,30.5
2021-Q4,People,,COM1,I receive clear and timely communication about company strategy and direction.,Communication,3.6,14,0.58,30.5
2021-Q4,People,,COM2,I understand how my work contributes to the company's goals.,Communication,3.6,14,0.58,30.5
2021-Q4,People,,COM3,Cross-team communication and collaboration is effective.,Communication,3.6,14,0.61,30.5
2021-Q4,People,,CUL1,I feel a strong sense of belonging at this company.,Company Culture,4.2,14,0.89,30.5
2021-Q4,People,,CUL2,The company's values are reflected in how we operate day-to-day.,Company Culture,4.2,14,0.88,30.5
2021-Q4,People,,CUL3,I trust the leadership team to make good decisions for the company.,Company Culture,4.2,14,0.89,30.5
2021-Q4,People,,ENG1,I would recommend this company as a great place to work.,Employee Engagement,3.8,14,0.74,30.5
2021-Q4,People,,ENG2,I see myself still working here in two years.,Employee Engagement,3.8,14,0.72,30.5
2021-Q4,People,,ENG3,I am proud to tell others I work at this company.,Employee Engagement,3.8,14,0.75,30.5
2021-Q4,People,,ENG4,I feel motivated to go above and beyond what is expected of me.,Employee Engagement,3.8,14,0.72,30.5
2021-Q4,People,,MGE1,My manager gives me regular and meaningful feedback on my work.,Manager Effectiveness,4.2,14,0.9,30.5
2021-Q4,People,,MGE2,My manager supports my professional development and career growth.,Manager Effectiveness,4.2,14,0.86,30.5
2021-Q4,People,,MGE3,My manager keeps me informed about how my work connects to the broader picture.,Manager Effectiveness,4.2,14,0.89,30.5
2021-Q4,People,,MGE4,My manager creates an environment where I feel comfortable raising concerns.,Manager Effectiveness,4.2,14,0.89,30.5
2021-Q4,People,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,4.2,14,0.87,30.5
2021-Q4,People,,REC1,I receive adequate recognition when I do good work.,Recognition,3.4,14,0.54,30.5
2021-Q4,People,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.4,14,0.53,30.5
2021-Q4,People,,REC3,My contributions are valued by my team and leadership.,Recognition,3.4,14,0.55,30.5
2021-Q4,People,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,3.6,14,0.61,30.5
2021-Q4,People,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,3.6,14,0.61,30.5
2021-Q4,People,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,3.6,14,0.62,30.5
2021-Q4,People,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.4,14,0.5,30.5
2021-Q4,People,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.4,14,0.53,30.5
2021-Q4,People,,WLB3,I feel supported when I need to take time off for personal reasons.,Work-Life Balance,3.4,14,0.56,30.5
2021-Q4,Product,,CGD1,I have access to the learning and development opportunities I need to grow in my career.,Career Growth & Development,3.8,11,0.73,42.0
2021-Q4,Product,,CGD2,I can see a clear path for my career progression at this company.,Career Growth & Development,3.8,11,0.73,42.0
2021-Q4,Product,,CGD3,The work I do is meaningful and contributes to my professional growth.,Career Growth & Development,3.8,11,0.7,42.0
2021-Q4,Product,,COM1,I receive clear and timely communication about company strategy and direction.,Communication,3.4,11,0.51,42.0
2021-Q4,Product,,COM2,I understand how my work contributes to the company's goals.,Communication,3.4,11,0.49,42.0
2021-Q4,Product,,COM3,Cross-team communication and collaboration is effective.,Communication,3.4,11,0.53,42.0
2021-Q4,Product,,CUL1,I feel a strong sense of belonging at this company.,Company Culture,3.9,11,0.75,42.0
2021-Q4,Product,,CUL2,The company's values are reflected in how we operate day-to-day.,Company Culture,3.9,11,0.79,42.0
2021-Q4,Product,,CUL3,I trust the leadership team to make good decisions for the company.,Company Culture,3.9,11,0.73,42.0
2021-Q4,Product,,ENG1,I would recommend this company as a great place to work.,Employee Engagement,3.8,11,0.72,42.0
2021-Q4,Product,,ENG2,I see myself still working here in two years.,Employee Engagement,3.8,11,0.75,42.0
2021-Q4,Product,,ENG3,I am proud to tell others I work at this company.,Employee Engagement,3.8,11,0.72,42.0
2021-Q4,Product,,ENG4,I feel motivated to go above and beyond what is expected of me.,Employee Engagement,3.8,11,0.73,42.0
2021-Q4,Product,,MGE1,My manager gives me regular and meaningful feedback on my work.,Manager Effectiveness,4.0,11,0.81,42.0
2021-Q4,Product,,MGE2,My manager supports my professional development and career growth.,Manager Effectiveness,4.0,11,0.77,42.0
2021-Q4,Product,,MGE3,My manager keeps me informed about how my work connects to the broader picture.,Manager Effectiveness,4.0,11,0.78,42.0
2021-Q4,Product,,MGE4,My manager creates an environment where I feel comfortable raising concerns.,Manager Effectiveness,4.0,11,0.8,42.0
2021-Q4,Product,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,4.0,11,0.81,42.0
2021-Q4,Product,,REC1,I receive adequate recognition when I do good work.,Recognition,3.4,11,0.54,42.0
2021-Q4,Product,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.4,11,0.53,42.0
2021-Q4,Product,,REC3,My contributions are valued by my team and leadership.,Recognition,3.4,11,0.56,42.0
2021-Q4,Product,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,4.1,11,0.85,42.0
2021-Q4,Product,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,4.1,11,0.82,42.0
2021-Q4,Product,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,4.1,11,0.82,42.0
2021-Q4,Product,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.6,11,0.63,42.0
2021-Q4,Product,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.6,11,0.65,42.0
2021-Q4,Product,,WLB3,I feel supported when I need to take time off for personal reasons.,Work-Life Balance,3.6,11,0.61,42.0
2021-Q4,Sales,,CGD1,I have access to the learning and development opportunities I need to grow in my career.,Career Growth & Development,3.2,40,0.45,19.0
2021-Q4,Sales,,CGD2,I can see a clear path for my career progression at this company.,Career Growth & Development,3.2,40,0.43,19.0
2021-Q4,Sales,,CGD3,The work I do is meaningful and contributes to my professional growth.,Career Growth & Development,3.2,40,0.47,19.0
2021-Q4,Sales,,COM1,I receive clear and timely communication about company strategy and direction.,Communication,3.6,40,0.57,19.0
2021-Q4,Sales,,COM2,I understand how my work contributes to the company's goals.,Communication,3.6,40,0.61,19.0
2021-Q4,Sales,,COM3,Cross-team communication and collaboration is effective.,Communication,3.6,40,0.59,19.0
2021-Q4,Sales,,CUL1,I feel a strong sense of belonging at this company.,Company Culture,3.9,40,0.78,19.0
2021-Q4,Sales,,CUL2,The company's values are reflected in how we operate day-to-day.,Company Culture,3.9,40,0.78,19.0
2021-Q4,Sales,,CUL3,I trust the leadership team to make good decisions for the company.,Company Culture,3.9,40,0.79,19.0
2021-Q4,Sales,,ENG1,I would recommend this company as a great place to work.,Employee Engagement,3.9,40,0.78,19.0
2021-Q4,Sales,,ENG2,I see myself still working here in two years.,Employee Engagement,3.9,40,0.75,19.0
2021-Q4,Sales,,ENG3,I am proud to tell others I work at this company.,Employee Engagement,3.9,40,0.76,19.0
2021-Q4,Sales,,ENG4,I feel motivated to go above and beyond what is expected of me.,Employee Engagement,3.9,40,0.78,19.0
2021-Q4,Sales,,MGE1,My manager gives me regular and meaningful feedback on my work.,Manager Effectiveness,4.0,40,0.76,19.0
2021-Q4,Sales,,MGE2,My manager supports my professional development and career growth.,Manager Effectiveness,4.0,40,0.8,19.0
2021-Q4,Sales,,MGE3,My manager keeps me informed about how my work connects to the broader picture.,Manager Effectiveness,4.0,40,0.76,19.0
2021-Q4,Sales,,MGE4,My manager creates an environment where I feel comfortable raising concerns.,Manager Effectiveness,4.0,40,0.76,19.0
2021-Q4,Sales,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,4.0,40,0.79,19.0
2021-Q4,Sales,,REC1,I receive adequate recognition when I do good work.,Recognition,3.1,40,0.4,19.0
2021-Q4,Sales,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.1,40,0.43,19.0
2021-Q4,Sales,,REC3,My contributions are valued by my team and leadership.,Recognition,3.1,40,0.44,19.0
2021-Q4,Sales,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,3.8,40,0.72,19.0
2021-Q4,Sales,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,3.8,40,0.7,19.0
2021-Q4,Sales,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,3.8,40,0.73,19.0
2021-Q4,Sales,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.2,40,0.45,19.0
2021-Q4,Sales,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.2,40,0.45,19.0
2021-Q4,Sales,,WLB3,I feel supported when I need to take time off for personal reasons.,Work-Life Balance,3.2,40,0.45,19.0
2022-Q1,Customer Success,,CGD1,I have access to the learning and development opportunities I need to grow in my career.,Career Growth & Development,3.6,32,0.64,41.0
2022-Q1,Customer Success,,CGD2,I can see a clear path for my career progression at this company.,Career Growth & Development,3.5,32,0.62,41.0
2022-Q1,Customer Success,,CGD3,The work I do is meaningful and contributes to my professional growth.,Career Growth & Development,3.5,32,0.62,41.0
2022-Q1,Customer Success,,COM1,I receive clear and timely communication about company strategy and direction.,Communication,3.5,32,0.53,41.0
2022-Q1,Customer Success,,COM2,I understand how my work contributes to the company's goals.,Communication,3.5,32,0.53,41.0
2022-Q1,Customer Success,,COM3,Cross-team communication and collaboration is effective.,Communication,3.5,32,0.56,41.0
2022-Q1,Customer Success,,CUL1,I feel a strong sense of belonging at this company.,Company Culture,4.3,32,0.92,41.0
2022-Q1,Customer Success,,CUL2,The company's values are reflected in how we operate day-to-day.,Company Culture,4.2,32,0.88,41.0
2022-Q1,Customer Success,,CUL3,I trust the leadership team to make good decisions for the company.,Company Culture,4.3,32,0.94,41.0
2022-Q1,Customer Success,,ENG1,I would recommend this company as a great place to work.,Employee Engagement,3.9,32,0.77,41.0
2022-Q1,Customer Success,,ENG2,I see myself still working here in two years.,Employee Engagement,3.9,32,0.76,41.0
2022-Q1,Customer Success,,ENG3,I am proud to tell others I work at this company.,Employee Engagement,3.9,32,0.77,41.0
2022-Q1,Customer Success,,ENG4,I feel motivated to go above and beyond what is expected of me.,Employee Engagement,3.8,32,0.74,41.0
2022-Q1,Customer Success,,MGE1,My manager gives me regular and meaningful feedback on my work.,Manager Effectiveness,4.3,32,0.89,41.0
2022-Q1,Customer Success,,MGE2,My manager supports my professional development and career growth.,Manager Effectiveness,4.2,32,0.86,41.0
2022-Q1,Customer Success,,MGE3,My manager keeps me informed about how my work connects to the broader picture.,Manager Effectiveness,4.2,32,0.89,41.0
2022-Q1,Customer Success,,MGE4,My manager creates an environment where I feel comfortable raising concerns.,Manager Effectiveness,4.2,32,0.87,41.0
2022-Q1,Customer Success,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,4.3,32,0.9,41.0
2022-Q1,Customer Success,,REC1,I receive adequate recognition when I do good work.,Recognition,3.4,32,0.55,41.0
2022-Q1,Customer Success,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.4,32,0.57,41.0
2022-Q1,Customer Success,,REC3,My contributions are valued by my team and leadership.,Recognition,3.4,32,0.55,41.0
2022-Q1,Customer Success,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,3.8,32,0.73,41.0
2022-Q1,Customer Success,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,3.9,32,0.73,41.0
2022-Q1,Customer Success,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,3.8,32,0.73,41.0
2022-Q1,Customer Success,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.7,32,0.67,41.0
2022-Q1,Customer Success,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.6,32,0.62,41.0
2022-Q1,Customer Success,,WLB3,I feel supported when I need to take time off for personal reasons.,Work-Life Balance,3.6,32,0.63,41.0
2022-Q1,Engineering,,CGD1,I have access to the learning and development opportunities I need to grow in my career.,Career Growth & Development,3.5,93,0.59,30.2
2022-Q1,Engineering,,CGD2,I can see a clear path for my career progression at this company.,Career Growth & Development,3.5,93,0.61,30.2
2022-Q1,Engineering,,CGD3,The work I do is meaningful and contributes to my professional growth.,Career Growth & Development,3.5,93,0.59,30.2
2022-Q1,Engineering,,COM1,I receive clear and timely communication about company strategy and direction.,Communication,3.6,93,0.6,30.2
2022-Q1,Engineering,,COM2,I understand how my work contributes to the company's goals.,Communication,3.6,93,0.62,30.2
2022-Q1,Engineering,,COM3,Cross-team communication and collaboration is effective.,Communication,3.6,93,0.62,30.2
2022-Q1,Engineering,,CUL1,I feel a strong sense of belonging at this company.,Company Culture,4.2,93,0.87,30.2
2022-Q1,Engineering,,CUL2,The company's values are reflected in how we operate day-to-day.,Company Culture,4.1,93,0.85,30.2
2022-Q1,Engineering,,CUL3,I trust the leadership team to make good decisions for the company.,Company Culture,4.1,93,0.86,30.2
2022-Q1,Engineering,,ENG1,I would recommend this company as a great place to work.,Employee Engagement,3.8,93,0.73,30.2
2022-Q1,Engineering,,ENG2,I see myself still working here in two years.,Employee Engagement,3.8,93,0.74,30.2
2022-Q1,Engineering,,ENG3,I am proud to tell others I work at this company.,Employee Engagement,3.9,93,0.76,30.2
2022-Q1,Engineering,,ENG4,I feel motivated to go above and beyond what is expected of me.,Employee Engagement,3.8,93,0.74,30.2
2022-Q1,Engineering,,MGE1,My manager gives me regular and meaningful feedback on my work.,Manager Effectiveness,4.1,93,0.83,30.2
2022-Q1,Engineering,,MGE2,My manager supports my professional development and career growth.,Manager Effectiveness,4.1,93,0.82,30.2
2022-Q1,Engineering,,MGE3,My manager keeps me informed about how my work connects to the broader picture.,Manager Effectiveness,4.1,93,0.81,30.2
2022-Q1,Engineering,,MGE4,My manager creates an environment where I feel comfortable raising concerns.,Manager Effectiveness,4.1,93,0.8,30.2
2022-Q1,Engineering,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,4.0,93,0.79,30.2
2022-Q1,Engineering,,REC1,I receive adequate recognition when I do good work.,Recognition,3.2,93,0.48,30.2
2022-Q1,Engineering,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.3,93,0.52,30.2
2022-Q1,Engineering,,REC3,My contributions are valued by my team and leadership.,Recognition,3.3,93,0.46,30.2
2022-Q1,Engineering,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,4.1,93,0.85,30.2
2022-Q1,Engineering,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,4.1,93,0.83,30.2
2022-Q1,Engineering,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,4.1,93,0.83,30.2
2022-Q1,Engineering,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.3,93,0.5,30.2
2022-Q1,Engineering,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.4,93,0.54,30.2
2022-Q1,Engineering,,WLB3,I feel supported when I need to take time off for personal reasons.,Work-Life Balance,3.3,93,0.5,30.2
2022-Q1,G&A,,CGD1,I have access to the learning and development opportunities I need to grow in my career.,Career Growth & Development,3.4,22,0.55,26.5
2022-Q1,G&A,,CGD2,I can see a clear path for my career progression at this company.,Career Growth & Development,3.4,22,0.54,26.5
2022-Q1,G&A,,CGD3,The work I do is meaningful and contributes to my professional growth.,Career Growth & Development,3.4,22,0.55,26.5
2022-Q1,G&A,,COM1,I receive clear and timely communication about company strategy and direction.,Communication,3.7,22,0.65,26.5
2022-Q1,G&A,,COM2,I understand how my work contributes to the company's goals.,Communication,3.6,22,0.62,26.5
2022-Q1,G&A,,COM3,Cross-team communication and collaboration is effective.,Communication,3.7,22,0.63,26.5
2022-Q1,G&A,,CUL1,I feel a strong sense of belonging at this company.,Company Culture,3.9,22,0.76,26.5
2022-Q1,G&A,,CUL2,The company's values are reflected in how we operate day-to-day.,Company Culture,4.0,22,0.82,26.5
2022-Q1,G&A,,CUL3,I trust the leadership team to make good decisions for the company.,Company Culture,3.9,22,0.8,26.5
2022-Q1,G&A,,ENG1,I would recommend this company as a great place to work.,Employee Engagement,3.8,22,0.73,26.5
2022-Q1,G&A,,ENG2,I see myself still working here in two years.,Employee Engagement,3.7,22,0.69,26.5
