employee_id,review_cycle,overall_rating,manager_rating,self_rating,review_completed_date,review_status
EMP-0146,2024-H1,Meets,Meets,Meets,2024-07-18,Completed
EMP-0146,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-12,Completed
EMP-0147,2022-H1,Exceeds,Exceeds,Exceeds,2022-07-14,Completed
EMP-0147,2022-H2,Exceeds,Exceeds,Significantly Exceeds,2023-01-14,Completed
EMP-0147,2023-H1,Exceeds,Exceeds,Significantly Exceeds,2023-07-16,Completed
EMP-0147,2023-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-01-19,Completed
EMP-0147,2024-H1,Meets,Meets,Exceeds,2024-07-20,Completed
EMP-0147,2024-H2,Meets,Meets,Meets,2025-01-14,Completed
EMP-0148,2022-H1,Meets,Meets,Meets,2022-07-17,Completed
EMP-0148,2022-H2,Exceeds,Exceeds,Exceeds,2023-01-10,Completed
EMP-0148,2023-H1,Exceeds,Exceeds,Exceeds,2023-07-17,Incomplete
EMP-0148,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-15,Completed
EMP-0148,2024-H1,Meets,Meets,Meets,2024-07-16,Incomplete
EMP-0148,2024-H2,Meets,Meets,Meets,2025-01-12,Completed
EMP-0149,2021-H2,Significantly Exceeds,Exceeds,Significantly Exceeds,2022-01-14,Completed
EMP-0149,2022-H1,Exceeds,Exceeds,Exceeds,2022-07-18,Completed
EMP-0149,2022-H2,Exceeds,Exceeds,Significantly Exceeds,2023-01-12,Completed
EMP-0149,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-13,Completed
EMP-0149,2023-H2,Significantly Exceeds,Exceeds,Significantly Exceeds,2024-01-12,Completed
EMP-0149,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-16,Completed
EMP-0149,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-16,Completed
EMP-015,2021-H2,Exceeds,Exceeds,Significantly Exceeds,2022-01-14,Completed
EMP-015,2022-H1,Exceeds,Exceeds,Exceeds,2022-07-11,Completed
EMP-015,2022-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-01-12,Completed
EMP-015,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-19,Completed
EMP-015,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-14,Completed
EMP-015,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-13,Completed
EMP-015,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-17,Completed
EMP-0150,2022-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2022-07-10,Completed
EMP-0150,2022-H2,Exceeds,Exceeds,Exceeds,2023-01-13,Completed
EMP-0150,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-17,Completed
EMP-0150,2023-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-01-13,Completed
EMP-0150,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-19,Completed
EMP-0150,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-14,Completed
EMP-0151,2021-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2022-01-13,Completed
EMP-0151,2022-H1,Meets,Meets,Meets,2022-07-18,Completed
EMP-0151,2022-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-01-15,Completed
EMP-0151,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-14,Completed
EMP-0151,2023-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-01-19,Completed
EMP-0151,2024-H1,Meets,Meets,Exceeds,2024-07-10,Completed
EMP-0151,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-19,Incomplete
EMP-0152,2022-H2,Exceeds,Exceeds,Exceeds,2023-01-18,Completed
EMP-0152,2023-H1,Exceeds,Exceeds,Exceeds,2023-07-20,Completed
EMP-0152,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-16,Completed
EMP-0152,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-11,Completed
EMP-0152,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-15,Completed
EMP-0153,2022-H2,Exceeds,Exceeds,Significantly Exceeds,2023-01-15,Completed
EMP-0153,2023-H1,Exceeds,Exceeds,Exceeds,2023-07-10,Completed
EMP-0153,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-18,Completed
EMP-0153,2024-H1,Exceeds,Exceeds,Exceeds,2024-07-18,Completed
EMP-0153,2024-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2025-01-13,Completed
EMP-0154,2022-H1,Exceeds,Exceeds,Significantly Exceeds,2022-07-11,Completed
EMP-0154,2022-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-01-11,Completed
EMP-0154,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-11,Completed
EMP-0154,2023-H2,Meets,Partially Meets,Meets,2024-01-12,Completed
EMP-0154,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-12,Completed
EMP-0154,2024-H2,Exceeds,Exceeds,Significantly Exceeds,2025-01-17,Completed
EMP-0155,2022-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2022-07-13,Completed
EMP-0155,2022-H2,Exceeds,Exceeds,Exceeds,2023-01-14,Completed
EMP-0155,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-13,Incomplete
EMP-0155,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-14,Completed
EMP-0155,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-18,Completed
EMP-0155,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-11,Incomplete
EMP-0156,2022-H1,Exceeds,Exceeds,Significantly Exceeds,2022-07-16,Completed
EMP-0156,2022-H2,Exceeds,Exceeds,Significantly Exceeds,2023-01-18,Completed
EMP-0156,2023-H1,Exceeds,Exceeds,Exceeds,2023-07-20,Completed
EMP-0156,2023-H2,Exceeds,Exceeds,Significantly Exceeds,2024-01-11,Completed
EMP-0156,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-12,Completed
EMP-0156,2024-H2,Exceeds,Significantly Exceeds,Exceeds,2025-01-12,Completed
EMP-0157,2021-H2,Exceeds,Exceeds,Exceeds,2022-01-17,Completed
EMP-0157,2022-H1,Exceeds,Exceeds,Significantly Exceeds,2022-07-11,Completed
EMP-0157,2022-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-01-18,Completed
EMP-0157,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-12,Completed
EMP-0157,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-11,Completed
EMP-0157,2024-H1,Exceeds,Exceeds,Exceeds,2024-07-15,Completed
EMP-0157,2024-H2,Exceeds,Exceeds,Significantly Exceeds,2025-01-14,Completed
EMP-0158,2022-H1,Exceeds,Significantly Exceeds,Exceeds,2022-07-19,Completed
EMP-0158,2022-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-01-11,Completed
EMP-0158,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-20,Completed
EMP-0158,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-12,Completed
EMP-0158,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-16,Completed
EMP-0158,2024-H2,Significantly Exceeds,Exceeds,Significantly Exceeds,2025-01-11,Completed
EMP-0159,2023-H1,Meets,Meets,Meets,2023-07-13,Completed
EMP-0159,2023-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-01-20,Completed
EMP-0159,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-20,Completed
EMP-0159,2024-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2025-01-12,Completed
EMP-016,2022-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2022-07-10,Completed
EMP-016,2022-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-01-11,Completed
EMP-016,2023-H1,Meets,Meets,Meets,2023-07-18,Completed
EMP-016,2023-H2,Exceeds,Exceeds,Significantly Exceeds,2024-01-15,Incomplete
EMP-016,2024-H1,Exceeds,Exceeds,Significantly Exceeds,2024-07-17,Completed
EMP-016,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-10,Completed
EMP-0160,2022-H2,Exceeds,Exceeds,Significantly Exceeds,2023-01-20,Incomplete
EMP-0160,2023-H1,Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-18,Completed
EMP-0160,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-10,Completed
EMP-0160,2024-H1,Exceeds,Exceeds,Exceeds,2024-07-14,Completed
EMP-0160,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-10,Completed
EMP-0161,2022-H2,Exceeds,Exceeds,Exceeds,2023-01-11,Completed
EMP-0161,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-14,Completed
EMP-0161,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-16,Completed
EMP-0161,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-20,Completed
EMP-0161,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-19,Completed
EMP-0162,2022-H1,Exceeds,Exceeds,Exceeds,2022-07-18,Completed
EMP-0162,2022-H2,Exceeds,Exceeds,Exceeds,2023-01-15,Completed
EMP-0162,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-10,Completed
EMP-0162,2023-H2,Exceeds,Exceeds,Significantly Exceeds,2024-01-14,Completed
EMP-0162,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-19,Completed
EMP-0162,2024-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2025-01-17,Completed
EMP-0163,2023-H1,Exceeds,Meets,Exceeds,2023-07-15,Completed
EMP-0163,2023-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-01-12,Completed
EMP-0163,2024-H1,Exceeds,Exceeds,Exceeds,2024-07-13,Completed
EMP-0163,2024-H2,Meets,Partially Meets,Meets,2025-01-12,Completed
EMP-0164,2022-H1,Meets,Meets,Exceeds,2022-07-17,Incomplete
EMP-0164,2022-H2,Exceeds,Exceeds,Exceeds,2023-01-20,Completed
EMP-0164,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-20,Completed
EMP-0164,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-10,Completed
EMP-0164,2024-H1,Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-18,Completed
EMP-0164,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-16,Completed
EMP-0165,2022-H1,Exceeds,Significantly Exceeds,Exceeds,2022-07-15,Completed
EMP-0165,2022-H2,Exceeds,Exceeds,Exceeds,2023-01-12,Completed
EMP-0165,2023-H1,Exceeds,Exceeds,Significantly Exceeds,2023-07-13,Completed
EMP-0165,2023-H2,Exceeds,Exceeds,Significantly Exceeds,2024-01-17,Completed
EMP-0165,2024-H1,Exceeds,Exceeds,Significantly Exceeds,2024-07-15,Completed
EMP-0165,2024-H2,Exceeds,Exceeds,Significantly Exceeds,2025-01-11,Completed
EMP-0166,2022-H2,Meets,Meets,Meets,2023-01-20,Completed
EMP-0166,2023-H1,Exceeds,Exceeds,Exceeds,2023-07-16,Completed
EMP-0166,2023-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-01-12,Completed
EMP-0166,2024-H1,Exceeds,Exceeds,Significantly Exceeds,2024-07-13,Completed
EMP-0166,2024-H2,Significantly Exceeds,Exceeds,Significantly Exceeds,2025-01-15,Completed
EMP-0167,2022-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-01-11,Completed
EMP-0167,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-18,Incomplete
EMP-0167,2023-H2,Exceeds,Exceeds,Significantly Exceeds,2024-01-20,Completed
EMP-0167,2024-H1,Exceeds,Meets,Exceeds,2024-07-13,Completed
EMP-0167,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-15,Completed
EMP-0168,2022-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2022-07-18,Completed
EMP-0168,2022-H2,Exceeds,Exceeds,Exceeds,2023-01-20,Completed
EMP-0168,2023-H1,Exceeds,Exceeds,Exceeds,2023-07-10,Completed
EMP-0168,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-15,Completed
EMP-0168,2024-H1,Meets,Meets,Exceeds,2024-07-16,Completed
EMP-0168,2024-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2025-01-19,Completed
EMP-0169,2022-H1,Meets,Meets,Meets,2022-07-20,Incomplete
EMP-0169,2022-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-01-15,Completed
EMP-0169,2023-H1,Exceeds,Exceeds,Significantly Exceeds,2023-07-19,Completed
EMP-0169,2023-H2,Meets,Meets,Meets,2024-01-14,Completed
EMP-0169,2024-H1,Meets,Meets,Meets,2024-07-12,Incomplete
EMP-0169,2024-H2,Meets,Meets,Meets,2025-01-16,Completed
EMP-017,2022-H1,Exceeds,Exceeds,Exceeds,2022-07-12,Completed
EMP-017,2022-H2,Exceeds,Exceeds,Exceeds,2023-01-11,Completed
EMP-017,2023-H1,Exceeds,Exceeds,Exceeds,2023-07-18,Completed
EMP-017,2023-H2,Exceeds,Exceeds,Significantly Exceeds,2024-01-13,Completed
EMP-017,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-20,Completed
EMP-017,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-15,Completed
EMP-0170,2022-H1,Exceeds,Exceeds,Exceeds,2022-07-19,Completed
EMP-0170,2022-H2,Meets,Meets,Exceeds,2023-01-15,Completed
EMP-0170,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-14,Completed
EMP-0170,2023-H2,Exceeds,Exceeds,Significantly Exceeds,2024-01-18,Completed
EMP-0170,2024-H1,Exceeds,Exceeds,Significantly Exceeds,2024-07-11,Completed
EMP-0170,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-15,Completed
EMP-0171,2022-H1,Exceeds,Exceeds,Exceeds,2022-07-16,Completed
EMP-0171,2022-H2,Meets,Meets,Meets,2023-01-11,Completed
EMP-0171,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-18,Completed
EMP-0171,2023-H2,Exceeds,Significantly Exceeds,Exceeds,2024-01-16,Completed
EMP-0171,2024-H1,Exceeds,Exceeds,Exceeds,2024-07-12,Completed
EMP-0171,2024-H2,Exceeds,Significantly Exceeds,Exceeds,2025-01-12,Completed
EMP-0172,2022-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2022-07-16,Completed
EMP-0172,2022-H2,Meets,Meets,Exceeds,2023-01-15,Completed
EMP-0172,2023-H1,Exceeds,Exceeds,Exceeds,2023-07-14,Completed
EMP-0172,2023-H2,Exceeds,Significantly Exceeds,Exceeds,2024-01-12,Completed
EMP-0172,2024-H1,Meets,Exceeds,Meets,2024-07-15,Incomplete
EMP-0172,2024-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2025-01-15,Completed
EMP-0173,2022-H2,Exceeds,Exceeds,Exceeds,2023-01-17,Completed
EMP-0173,2023-H1,Exceeds,Significantly Exceeds,Exceeds,2023-07-16,Completed
EMP-0173,2023-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-01-14,Completed
EMP-0173,2024-H1,Exceeds,Exceeds,Exceeds,2024-07-15,Completed
EMP-0173,2024-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2025-01-11,Completed
EMP-0174,2022-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2022-07-13,Completed
EMP-0174,2022-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-01-12,Completed
EMP-0174,2023-H1,Exceeds,Significantly Exceeds,Exceeds,2023-07-19,Incomplete
EMP-0174,2023-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-01-18,Completed
EMP-0174,2024-H1,Exceeds,Exceeds,Exceeds,2024-07-13,Completed
EMP-0174,2024-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2025-01-13,Completed
EMP-0175,2022-H2,Meets,Meets,Exceeds,2023-01-15,Completed
EMP-0175,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-17,Completed
EMP-0175,2023-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-01-13,Completed
EMP-0175,2024-H1,Exceeds,Exceeds,Exceeds,2024-07-10,Completed
EMP-0175,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-20,Completed
EMP-0176,2021-H2,Exceeds,Exceeds,Exceeds,2022-01-14,Completed
EMP-0176,2022-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2022-07-18,Completed
EMP-0176,2022-H2,Exceeds,Exceeds,Exceeds,2023-01-12,Completed
EMP-0176,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-10,Completed
EMP-0176,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-12,Completed
EMP-0176,2024-H1,Meets,Exceeds,Meets,2024-07-19,Completed
EMP-0176,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-13,Completed
EMP-0177,2023-H1,Meets,Meets,Exceeds,2023-07-11,Completed
EMP-0177,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-16,Incomplete
EMP-0177,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-12,Completed
EMP-0177,2024-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2025-01-16,Completed
EMP-0178,2022-H1,Exceeds,Exceeds,Exceeds,2022-07-16,Completed
EMP-0178,2022-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-01-14,Completed
EMP-0178,2023-H1,Exceeds,Exceeds,Exceeds,2023-07-16,Completed
EMP-0178,2023-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-01-19,Completed
EMP-0178,2024-H1,Exceeds,Exceeds,Exceeds,2024-07-15,Completed
EMP-0178,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-13,Completed
EMP-0179,2022-H2,Exceeds,Exceeds,Exceeds,2023-01-16,Completed
EMP-0179,2023-H1,Exceeds,Exceeds,Exceeds,2023-07-12,Completed
EMP-0179,2023-H2,Exceeds,Exceeds,Significantly Exceeds,2024-01-17,Completed
EMP-0179,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-15,Completed
EMP-0179,2024-H2,Meets,Meets,Exceeds,2025-01-18,Completed
EMP-018,2022-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-01-10,Completed
EMP-018,2023-H1,Exceeds,Exceeds,Significantly Exceeds,2023-07-10,Completed
EMP-018,2023-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-01-18,Completed
EMP-018,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-13,Completed
EMP-018,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-18,Completed
EMP-0180,2022-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-01-13,Completed
EMP-0180,2023-H1,Exceeds,Exceeds,Exceeds,2023-07-19,Completed
EMP-0180,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-12,Completed
EMP-0180,2024-H1,Meets,Meets,Exceeds,2024-07-17,Completed
EMP-0180,2024-H2,Exceeds,Exceeds,Significantly Exceeds,2025-01-11,Completed
EMP-0181,2021-H1,Meets,Meets,Meets,2021-07-12,Completed
EMP-0181,2021-H2,Exceeds,Exceeds,Significantly Exceeds,2022-01-18,Completed
EMP-0181,2022-H1,Significantly Exceeds,Exceeds,Significantly Exceeds,2022-07-10,Completed
EMP-0181,2022-H2,Exceeds,Exceeds,Exceeds,2023-01-14,Completed
EMP-0181,2023-H1,Exceeds,Exceeds,Exceeds,2023-07-17,Completed
EMP-0181,2023-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-01-15,Incomplete
EMP-0181,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-19,Incomplete
EMP-0181,2024-H2,Meets,Exceeds,Meets,2025-01-15,Completed
EMP-0182,2022-H1,Exceeds,Meets,Exceeds,2022-07-13,Completed
EMP-0182,2022-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-01-15,Completed
EMP-0182,2023-H1,Exceeds,Meets,Significantly Exceeds,2023-07-18,Completed
EMP-0182,2023-H2,Exceeds,Exceeds,Significantly Exceeds,2024-01-11,Completed
EMP-0182,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-10,Completed
EMP-0182,2024-H2,Meets,Meets,Meets,2025-01-18,Completed
EMP-0183,2022-H1,Exceeds,Exceeds,Exceeds,2022-07-17,Completed
EMP-0183,2022-H2,Meets,Meets,Exceeds,2023-01-13,Completed
EMP-0183,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-15,Completed
EMP-0183,2023-H2,Meets,Meets,Meets,2024-01-10,Completed
EMP-0183,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-11,Completed
EMP-0183,2024-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2025-01-14,Completed
EMP-0184,2022-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2022-07-12,Completed
EMP-0184,2022-H2,Meets,Meets,Meets,2023-01-13,Completed
EMP-0184,2023-H1,Exceeds,Exceeds,Exceeds,2023-07-12,Completed
EMP-0184,2023-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-01-11,Completed
EMP-0184,2024-H1,Exceeds,Exceeds,Exceeds,2024-07-18,Incomplete
EMP-0184,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-15,Completed
EMP-0185,2021-H2,Exceeds,Exceeds,Significantly Exceeds,2022-01-10,Completed
EMP-0185,2022-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2022-07-17,Completed
EMP-0185,2022-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-01-11,Completed
EMP-0185,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-16,Completed
EMP-0185,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-10,Completed
EMP-0185,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-10,Completed
EMP-0185,2024-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2025-01-17,Completed
EMP-0186,2021-H2,Exceeds,Exceeds,Exceeds,2022-01-19,Completed
EMP-0186,2022-H1,Exceeds,Exceeds,Exceeds,2022-07-18,Completed
EMP-0186,2022-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-01-14,Completed
EMP-0186,2023-H1,Significantly Exceeds,Exceeds,Significantly Exceeds,2023-07-14,Completed
EMP-0186,2023-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-01-18,Completed
EMP-0186,2024-H1,Exceeds,Exceeds,Significantly Exceeds,2024-07-13,Completed
EMP-0186,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-10,Completed
EMP-0187,2022-H2,Meets,Meets,Exceeds,2023-01-11,Completed
EMP-0187,2023-H1,Exceeds,Exceeds,Exceeds,2023-07-18,Completed
EMP-0187,2023-H2,Meets,Meets,Exceeds,2024-01-20,Completed
EMP-0187,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-15,Completed
EMP-0187,2024-H2,Meets,Meets,Meets,2025-01-13,Completed
EMP-0188,2022-H2,Significantly Exceeds,Exceeds,Significantly Exceeds,2023-01-18,Completed
EMP-0188,2023-H1,Exceeds,Exceeds,Exceeds,2023-07-18,Completed
EMP-0188,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-11,Completed
EMP-0188,2024-H1,Exceeds,Exceeds,Exceeds,2024-07-15,Completed
EMP-0188,2024-H2,Meets,Meets,Meets,2025-01-19,Completed
EMP-0189,2022-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2022-07-15,Completed
EMP-0189,2022-H2,Exceeds,Exceeds,Exceeds,2023-01-16,Completed
EMP-0189,2023-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-07-16,Completed
EMP-0189,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-12,Completed
EMP-0189,2024-H1,Exceeds,Exceeds,Significantly Exceeds,2024-07-20,Completed
EMP-0189,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-13,Completed
EMP-019,2020-H2,Exceeds,Exceeds,Exceeds,2021-01-14,Completed
EMP-019,2021-H1,Meets,Meets,Meets,2021-07-16,Completed
EMP-019,2021-H2,Exceeds,Exceeds,Significantly Exceeds,2022-01-18,Completed
EMP-019,2022-H1,Exceeds,Exceeds,Exceeds,2022-07-15,Completed
EMP-019,2022-H2,Exceeds,Exceeds,Exceeds,2023-01-19,Completed
EMP-0190,2022-H2,Exceeds,Exceeds,Exceeds,2023-01-16,Incomplete
EMP-0190,2023-H1,Meets,Meets,Meets,2023-07-16,Completed
EMP-0190,2023-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-01-13,Completed
EMP-0191,2022-H1,Exceeds,Meets,Exceeds,2022-07-14,Incomplete
EMP-0191,2022-H2,Significantly Exceeds,Exceeds,Significantly Exceeds,2023-01-13,Completed
EMP-0191,2023-H1,Exceeds,Exceeds,Significantly Exceeds,2023-07-10,Incomplete
EMP-0191,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-15,Completed
EMP-0191,2024-H1,Exceeds,Exceeds,Exceeds,2024-07-19,Completed
EMP-0191,2024-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2025-01-11,Completed
EMP-0192,2022-H1,Exceeds,Exceeds,Significantly Exceeds,2022-07-18,Completed
EMP-0192,2022-H2,Exceeds,Exceeds,Significantly Exceeds,2023-01-19,Completed
EMP-0192,2023-H1,Exceeds,Exceeds,Significantly Exceeds,2023-07-11,Completed
EMP-0192,2023-H2,Exceeds,Significantly Exceeds,Exceeds,2024-01-16,Completed
EMP-0192,2024-H1,Exceeds,Exceeds,Exceeds,2024-07-13,Completed
EMP-0192,2024-H2,Exceeds,Exceeds,Exceeds,2025-01-14,Completed
EMP-0193,2022-H2,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2023-01-10,Completed
EMP-0193,2023-H1,Exceeds,Exceeds,Exceeds,2023-07-19,Completed
EMP-0193,2023-H2,Exceeds,Exceeds,Exceeds,2024-01-14,Completed
EMP-0193,2024-H1,Significantly Exceeds,Significantly Exceeds,Significantly Exceeds,2024-07-20,Completed
EMP-0194,2022-H1,Exceeds,Exceeds,Exceeds,2022-07-11,Completed
EMP-0194,2022-H2,Exceeds,Exceeds,Significantly Exceeds,2023-01-10,Completed
EMP-0194,2023-H1,Exceeds,Exceeds,Exceeds,2023-07-12,Completed
EMP-0194,2023-H2,Significantly Exceeds,Exceeds,Significantly Exceeds,2024-01-13,Incomplete
EMP-0195,2021-H2,Exceeds,Exceeds,Exceeds,2022-01-10,Completed
