employee_id,salary,comp_band_min,comp_band_mid,comp_band_max,effective_date,change_reason
EMP-0135,138000,105000,121000,138000,2025-01-15,Annual Review
EMP-0136,78500,63500,73000,82500,2021-08-18,New Hire
EMP-0136,82500,68500,79000,89500,2023-01-15,Annual Review
EMP-0136,89000,77000,88500,100000,2023-09-01,Market Adjustment
EMP-0136,93000,79500,91000,103000,2024-01-15,Annual Review
EMP-0136,97000,81000,93000,105000,2025-01-15,Annual Review
EMP-0137,110500,87500,100500,113000,2022-09-04,New Hire
EMP-0137,117000,90000,103500,117000,2023-09-01,Market Adjustment
EMP-0137,120500,93000,107000,120500,2024-01-15,Annual Review
EMP-0137,123000,95000,109000,123000,2025-01-15,Annual Review
EMP-0138,174000,137500,156000,174000,2021-11-17,New Hire
EMP-0138,181500,148000,168000,188000,2023-01-15,Annual Review
EMP-0138,188000,148000,168000,188000,2023-09-01,Market Adjustment
EMP-0138,194000,153000,173500,194000,2024-01-15,Annual Review
EMP-0138,198000,156000,177000,198000,2025-01-15,Annual Review
EMP-0139,124000,103000,117000,131000,2021-05-04,New Hire
EMP-0139,129500,107500,122500,137000,2022-01-15,Annual Review
EMP-0139,135500,111000,126500,141500,2023-01-15,Annual Review
EMP-0139,141500,111000,126500,141500,2023-09-01,Market Adjustment
EMP-0139,146000,114500,130500,146000,2024-01-15,Annual Review
EMP-0139,149000,117000,133000,149000,2025-01-15,Annual Review
EMP-014,264000,211000,237500,264000,2021-02-01,New Hire
EMP-014,276000,221000,248500,276000,2022-01-15,Annual Review
EMP-014,285000,228000,256500,285000,2023-01-15,Annual Review
EMP-014,294000,235000,264500,294000,2024-01-15,Annual Review
EMP-014,300000,240000,270000,300000,2025-01-15,Annual Review
EMP-0140,131500,101000,117500,133500,2022-08-18,New Hire
EMP-0140,138000,104500,121000,138000,2023-09-01,Market Adjustment
EMP-0140,156500,133000,152000,169000,2023-12-09,Promotion
EMP-0140,163000,137000,157000,174500,2024-01-15,Annual Review
EMP-0140,170000,140000,160000,178000,2025-01-15,Annual Review
EMP-0141,131000,101000,117500,133500,2022-01-25,New Hire
EMP-0141,137000,104500,121000,138000,2023-01-15,Annual Review
EMP-0141,138000,104500,121000,138000,2023-09-01,Market Adjustment
EMP-0141,142000,108000,125000,142000,2024-01-15,Annual Review
EMP-0141,145000,110000,127500,145000,2025-01-15,Annual Review
EMP-0142,149500,116000,134500,153000,2021-10-11,New Hire
EMP-0142,165500,148000,168000,188000,2023-07-06,Promotion
EMP-0142,177500,148000,168000,188000,2023-09-01,Market Adjustment
EMP-0142,186000,153000,173500,194000,2024-01-15,Annual Review
EMP-0142,194500,156000,177000,198000,2025-01-15,Annual Review
EMP-0143,134500,108000,125500,142500,2021-11-13,New Hire
EMP-0143,123500,95000,109000,123500,2023-07-23,Promotion
EMP-0143,127500,98000,112500,127500,2024-01-15,Annual Review
EMP-0143,130000,100000,115000,130000,2025-01-15,Annual Review
EMP-0144,125500,97000,112000,127500,2021-03-24,New Hire
EMP-0144,131000,101000,117500,133500,2022-01-15,Annual Review
EMP-0144,141500,111000,126500,141500,2023-03-28,Promotion
EMP-0144,146000,114500,130500,146000,2024-01-15,Annual Review
EMP-0144,149000,117000,133000,149000,2025-01-15,Annual Review
EMP-0145,127500,97000,112000,127500,2021-09-27,New Hire
EMP-0145,132500,104500,121000,138000,2023-01-15,Annual Review
EMP-0145,131000,100000,115000,131000,2023-09-01,Market Adjustment
EMP-0145,135000,103000,118500,135000,2024-01-15,Annual Review
EMP-0145,138000,105000,121000,138000,2025-01-15,Annual Review
EMP-0146,120500,97000,112000,127500,2021-08-11,New Hire
EMP-0146,138000,123500,140000,157000,2023-06-06,Promotion
EMP-0146,146000,123500,140000,157000,2023-09-01,Market Adjustment
EMP-0146,153000,127500,144500,161500,2024-01-15,Annual Review
EMP-0146,160500,130000,147500,165000,2025-01-15,Annual Review
EMP-0147,128000,101000,117500,133500,2022-01-29,New Hire
EMP-0147,142000,123500,140000,157000,2023-08-30,Promotion
EMP-0147,149500,123500,140000,157000,2023-09-01,Market Adjustment
EMP-0147,156500,127500,144500,161500,2024-01-15,Annual Review
EMP-0147,164000,130000,147500,165000,2025-01-15,Annual Review
EMP-0148,94500,78000,89500,101000,2022-04-09,New Hire
EMP-0148,98500,81000,92500,104500,2023-01-15,Annual Review
EMP-0148,104000,81000,92500,104500,2023-09-01,Market Adjustment
EMP-0148,92000,70500,81500,92000,2024-01-15,Annual Review
EMP-0148,94000,72000,83000,94000,2025-01-15,Annual Review
EMP-0149,136000,106500,123500,140500,2021-08-15,New Hire
EMP-0149,156000,136000,154000,172500,2023-06-08,Promotion
EMP-0149,164000,136000,154000,172500,2023-09-01,Market Adjustment
EMP-0149,171500,140000,159000,178000,2024-01-15,Annual Review
EMP-0149,178500,143000,162000,181500,2025-01-15,Annual Review
EMP-015,203500,163000,183000,203500,2021-05-01,New Hire
EMP-015,212500,170000,191500,212500,2022-01-15,Annual Review
EMP-015,219500,176000,197500,219500,2023-01-15,Annual Review
EMP-015,226500,181500,204000,226500,2024-01-15,Annual Review
EMP-015,231000,185000,208000,231000,2025-01-15,Annual Review
EMP-0150,160000,121500,141000,160000,2022-03-09,New Hire
EMP-0150,181000,165500,188000,211000,2023-03-16,Promotion
EMP-0150,195500,165500,188000,211000,2023-09-01,Market Adjustment
EMP-0150,217500,217500,238000,258500,2024-03-23,Promotion
EMP-0150,228000,222000,243000,264000,2025-01-15,Annual Review
EMP-0151,88000,71500,82000,92500,2021-09-14,New Hire
EMP-0151,100000,100000,115000,131000,2023-06-23,Promotion
EMP-0151,105500,100000,115000,131000,2023-09-01,Market Adjustment
EMP-0151,110500,103000,118500,135000,2024-01-15,Annual Review
EMP-0151,115000,105000,121000,138000,2025-01-15,Annual Review
EMP-0152,115500,93000,107500,122500,2022-09-16,New Hire
EMP-0152,124500,96000,111000,126500,2023-09-01,Market Adjustment
EMP-0152,130500,99000,114500,130500,2024-01-15,Annual Review
EMP-0152,133000,101000,117000,133000,2025-01-15,Annual Review
EMP-0153,143500,119500,135500,152000,2022-05-27,New Hire
EMP-0153,149500,123500,140000,157000,2023-01-15,Annual Review
EMP-0153,157000,123500,140000,157000,2023-09-01,Market Adjustment
EMP-0153,146000,114500,130500,146000,2024-01-15,Annual Review
EMP-0153,149000,117000,133000,149000,2025-01-15,Annual Review
EMP-0154,160000,121500,141000,160000,2022-04-12,New Hire
EMP-0154,165500,125500,145500,165500,2023-01-15,Annual Review
EMP-0154,170500,129500,150000,170500,2024-01-15,Annual Review
EMP-0154,174000,132000,153000,174000,2025-01-15,Annual Review
EMP-0155,158500,126000,143000,159500,2021-12-02,New Hire
EMP-0155,176000,172500,190500,209000,2023-08-01,Promotion
EMP-0155,186500,172500,190500,209000,2023-09-01,Market Adjustment
EMP-0155,195000,178000,196500,215500,2024-01-15,Annual Review
EMP-0155,203500,181500,201000,220000,2025-01-15,Annual Review
EMP-0156,119500,97000,112000,127500,2021-12-24,New Hire
EMP-0156,137000,114000,129000,144500,2023-08-12,Promotion
EMP-0156,144000,114000,129000,144500,2023-09-01,Market Adjustment
EMP-0156,149000,117500,133500,149000,2024-01-15,Annual Review
EMP-0156,152000,120000,136000,152000,2025-01-15,Annual Review
EMP-0157,121500,92500,106500,121500,2021-10-06,New Hire
EMP-0157,136000,111000,126500,141500,2023-07-04,Promotion
EMP-0157,141500,111000,126500,141500,2023-09-01,Market Adjustment
EMP-0157,146000,114500,130500,146000,2024-01-15,Annual Review
EMP-0157,149000,117000,133000,149000,2025-01-15,Annual Review
EMP-0158,143000,116000,134500,153000,2021-11-21,New Hire
EMP-0158,162000,148000,168000,188000,2023-07-27,Promotion
EMP-0158,173000,148000,168000,188000,2023-09-01,Market Adjustment
EMP-0158,180000,153000,173500,194000,2024-01-15,Annual Review
EMP-0158,188500,156000,177000,198000,2025-01-15,Annual Review
EMP-0159,121500,94000,107500,121500,2022-12-30,New Hire
EMP-0159,125500,97000,111000,125500,2023-09-01,Market Adjustment
EMP-0159,144000,129500,150000,170500,2024-02-14,Promotion
EMP-0159,151000,132000,153000,174000,2025-01-15,Annual Review
EMP-016,212000,170000,191500,212500,2022-01-15,New Hire
EMP-016,219500,176000,197500,219500,2023-01-15,Annual Review
EMP-016,226500,181500,204000,226500,2024-01-15,Annual Review
EMP-016,231000,185000,208000,231000,2025-01-15,Annual Review
EMP-0160,94000,74500,85500,96500,2022-10-02,New Hire
EMP-0160,99500,77000,88500,100000,2023-09-01,Market Adjustment
EMP-0160,110000,100000,115000,131000,2023-12-31,Promotion
EMP-0160,114500,103000,118500,135000,2024-01-15,Annual Review
EMP-0160,119000,105000,121000,138000,2025-01-15,Annual Review
EMP-0161,122500,93000,107500,122500,2022-08-21,New Hire
EMP-0161,126500,96000,111000,126500,2023-09-01,Market Adjustment
EMP-0161,130500,99000,114500,130500,2024-01-15,Annual Review
EMP-0161,133000,101000,117000,133000,2025-01-15,Annual Review
EMP-0162,153000,116000,134500,153000,2021-10-29,New Hire
EMP-0162,170000,148000,168000,188000,2023-07-15,Promotion
EMP-0162,183000,148000,168000,188000,2023-09-01,Market Adjustment
EMP-0162,191500,153000,173500,194000,2024-01-15,Annual Review
EMP-0162,198000,156000,177000,198000,2025-01-15,Annual Review
EMP-0163,121500,94000,107500,121500,2022-11-18,New Hire
EMP-0163,125500,97000,111000,125500,2023-09-01,Market Adjustment
EMP-0163,140500,135000,157000,178500,2024-01-24,Promotion
EMP-0163,146000,138000,160000,182000,2025-01-15,Annual Review
EMP-0164,132000,101000,117500,133500,2022-02-11,New Hire
EMP-0164,138000,104500,121000,138000,2023-09-01,Market Adjustment
EMP-0164,144500,114000,129000,144500,2023-09-06,Promotion
EMP-0164,149000,117500,133500,149000,2024-01-15,Annual Review
EMP-0164,152000,120000,136000,152000,2025-01-15,Annual Review
EMP-0165,152000,121500,141000,160000,2021-10-21,New Hire
EMP-0165,168500,148000,168000,188000,2023-07-11,Promotion
EMP-0165,181000,148000,168000,188000,2023-09-01,Market Adjustment
EMP-0165,190000,153000,173500,194000,2024-01-15,Annual Review
EMP-0165,198000,156000,177000,198000,2025-01-15,Annual Review
EMP-0166,120000,94000,107500,121500,2022-07-06,New Hire
EMP-0166,125500,97000,111000,125500,2023-09-01,Market Adjustment
EMP-0166,140000,125500,145500,165500,2023-11-17,Promotion
EMP-0166,146000,129500,150000,170500,2024-01-15,Annual Review
EMP-0166,152000,132000,153000,174000,2025-01-15,Annual Review
EMP-0167,157000,121500,141000,160000,2022-06-29,New Hire
EMP-0167,165500,125500,145500,165500,2023-09-01,Market Adjustment
EMP-0167,189000,165500,188000,211000,2023-11-14,Promotion
EMP-0167,198000,170500,194000,217500,2024-01-15,Annual Review
EMP-0167,207500,174000,198000,222000,2025-01-15,Annual Review
EMP-0168,122000,96500,111500,127000,2022-03-30,New Hire
EMP-0168,127000,100000,115000,131000,2023-01-15,Annual Review
EMP-0168,131000,100000,115000,131000,2023-09-01,Market Adjustment
EMP-0168,135000,103000,118500,135000,2024-01-15,Annual Review
EMP-0168,138000,105000,121000,138000,2025-01-15,Annual Review
EMP-0169,122500,97000,112000,127500,2021-10-24,New Hire
EMP-0169,139500,123500,140000,157000,2023-07-13,Promotion
EMP-0169,149000,123500,140000,157000,2023-09-01,Market Adjustment
EMP-0169,156500,127500,144500,161500,2024-01-15,Annual Review
EMP-0169,164000,130000,147500,165000,2025-01-15,Annual Review
EMP-017,242000,193500,218000,242000,2021-11-01,New Hire
EMP-017,252500,209000,235000,261000,2023-01-15,Annual Review
EMP-017,261000,209000,235000,261000,2023-09-01,Market Adjustment
EMP-017,269500,215500,242500,269500,2024-01-15,Annual Review
EMP-017,275000,220000,247500,275000,2025-01-15,Annual Review
EMP-0170,118500,97000,112000,127500,2021-11-21,New Hire
EMP-0170,135000,114000,129000,144500,2023-07-27,Promotion
EMP-0170,144500,114000,129000,144500,2023-09-01,Market Adjustment
EMP-0170,149000,117500,133500,149000,2024-01-15,Annual Review
EMP-0170,152000,120000,136000,152000,2025-01-15,Annual Review
EMP-0171,88000,72000,83000,93000,2022-02-10,New Hire
EMP-0171,92000,74000,85500,96000,2023-01-15,Annual Review
EMP-0171,96000,74000,85500,96000,2023-09-01,Market Adjustment
EMP-0171,99000,76500,88000,99000,2024-01-15,Annual Review
EMP-0171,101000,78000,90000,101000,2025-01-15,Annual Review
EMP-0172,116000,94000,107500,121500,2022-02-08,New Hire
EMP-0172,122500,97000,111000,125500,2023-09-01,Market Adjustment
EMP-0172,136500,125500,145500,165500,2023-09-04,Promotion
EMP-0172,142000,129500,150000,170500,2024-01-15,Annual Review
EMP-0172,149000,132000,153000,174000,2025-01-15,Annual Review
EMP-0173,74500,60000,69000,78000,2022-04-24,New Hire
EMP-0173,77500,62000,71000,81000,2023-01-15,Annual Review
EMP-0173,81000,62000,71000,81000,2023-09-01,Market Adjustment
EMP-0173,83500,63500,73500,83500,2024-01-15,Annual Review
EMP-0173,85000,65000,75000,85000,2025-01-15,Annual Review
EMP-0174,115000,90000,103000,116000,2021-12-27,New Hire
EMP-0174,130500,125500,145500,165500,2023-08-14,Promotion
EMP-0174,139500,125500,145500,165500,2023-09-01,Market Adjustment
EMP-0174,145500,129500,150000,170500,2024-01-15,Annual Review
EMP-0174,152000,132000,153000,174000,2025-01-15,Annual Review
EMP-0175,128000,101000,117500,133500,2022-06-11,New Hire
EMP-0175,133500,104500,121000,138000,2023-01-15,Annual Review
EMP-0175,138000,104500,121000,138000,2023-09-01,Market Adjustment
EMP-0175,142000,108000,125000,142000,2024-01-15,Annual Review
EMP-0175,145000,110000,127500,145000,2025-01-15,Annual Review
EMP-0176,150000,116000,134500,153000,2021-05-26,New Hire
EMP-0176,156500,121500,141000,160000,2022-01-15,Annual Review
EMP-0176,174500,148000,168000,188000,2023-04-28,Promotion
EMP-0176,188000,148000,168000,188000,2023-09-01,Market Adjustment
EMP-0176,194000,153000,173500,194000,2024-01-15,Annual Review
EMP-0176,198000,156000,177000,198000,2025-01-15,Annual Review
EMP-0177,114500,94000,107500,121500,2022-12-18,New Hire
EMP-0177,123000,97000,111000,125500,2023-09-01,Market Adjustment
EMP-0177,128000,100000,114500,129500,2024-01-15,Annual Review
EMP-0177,132000,102000,117000,132000,2025-01-15,Annual Review
EMP-0178,123500,101000,117500,133500,2022-01-25,New Hire
EMP-0178,141000,111000,126500,141500,2023-08-28,Promotion
EMP-0178,141500,111000,126500,141500,2023-09-01,Market Adjustment
EMP-0178,146000,114500,130500,146000,2024-01-15,Annual Review
EMP-0178,149000,117000,133000,149000,2025-01-15,Annual Review
EMP-0179,145000,110500,129000,146500,2022-04-29,New Hire
EMP-0179,151000,114000,133000,151000,2023-09-01,Market Adjustment
EMP-0179,157000,123500,140000,157000,2023-10-14,Promotion
EMP-0179,161500,127500,144500,161500,2024-01-15,Annual Review
EMP-0179,165000,130000,147500,165000,2025-01-15,Annual Review
EMP-018,230000,184000,207000,230000,2022-05-01,New Hire
EMP-018,237500,190000,214000,237500,2023-01-15,Annual Review
EMP-018,245000,196000,220500,245000,2024-01-15,Annual Review
EMP-018,250000,200000,225000,250000,2025-01-15,Annual Review
EMP-0180,149000,121500,141000,160000,2022-06-14,New Hire
EMP-0180,156500,125500,145500,165500,2023-09-01,Market Adjustment
EMP-0180,177000,165500,188000,211000,2023-11-06,Promotion
EMP-0180,185000,170500,194000,217500,2024-01-15,Annual Review
EMP-0180,193500,174000,198000,222000,2025-01-15,Annual Review
EMP-0181,150000,116000,134500,153000,2021-04-13,New Hire
EMP-0181,156000,121500,141000,160000,2022-01-15,Annual Review
EMP-0181,174000,148000,168000,188000,2023-04-07,Promotion
EMP-0181,185500,148000,168000,188000,2023-09-01,Market Adjustment
EMP-0181,193500,153000,173500,194000,2024-01-15,Annual Review
EMP-0181,198000,156000,177000,198000,2025-01-15,Annual Review
EMP-0182,133500,101000,117500,133500,2022-04-04,New Hire
EMP-0182,138000,104500,121000,138000,2023-09-01,Market Adjustment
EMP-0182,152500,123500,140000,157000,2023-10-02,Promotion
EMP-0182,159000,127500,144500,161500,2024-01-15,Annual Review
EMP-0182,165000,130000,147500,165000,2025-01-15,Annual Review
EMP-0183,119500,94000,107500,121500,2022-01-07,New Hire
EMP-0183,136000,131000,152000,173000,2023-08-19,Promotion
EMP-0183,144000,131000,152000,173000,2023-09-01,Market Adjustment
EMP-0183,150500,135000,157000,178500,2024-01-15,Annual Review
EMP-0183,157500,138000,160000,182000,2025-01-15,Annual Review
EMP-0184,126500,101000,117500,133500,2022-04-10,New Hire
EMP-0184,132000,104500,121000,138000,2023-01-15,Annual Review
EMP-0184,138000,104500,121000,138000,2023-09-01,Market Adjustment
EMP-0184,142000,108000,125000,142000,2024-01-15,Annual Review
EMP-0184,145000,110000,127500,145000,2025-01-15,Annual Review
EMP-0185,157000,121500,141000,160000,2021-08-10,New Hire
EMP-0185,174000,148000,168000,188000,2023-06-05,Promotion
EMP-0185,187000,148000,168000,188000,2023-09-01,Market Adjustment
EMP-0185,194000,153000,173500,194000,2024-01-15,Annual Review
EMP-0185,198000,156000,177000,198000,2025-01-15,Annual Review
EMP-0186,118000,91500,105500,119500,2021-10-06,New Hire
EMP-0186,131500,123500,140000,157000,2023-07-04,Promotion
EMP-0186,139500,123500,140000,157000,2023-09-01,Market Adjustment
EMP-0186,146500,127500,144500,161500,2024-01-15,Annual Review
EMP-0186,153500,130000,147500,165000,2025-01-15,Annual Review
EMP-0187,143000,111500,129000,146500,2022-08-25,New Hire
EMP-0187,150500,115000,133000,151500,2023-09-01,Market Adjustment
EMP-0187,169500,151500,172500,193500,2023-12-12,Promotion
EMP-0187,177500,156500,178000,199500,2024-01-15,Annual Review
EMP-0187,185500,159500,181500,203500,2025-01-15,Annual Review
EMP-0188,112000,86500,99500,112000,2022-10-15,New Hire
EMP-0188,116000,89500,102500,116000,2023-09-01,Market Adjustment
EMP-0188,119500,92000,106000,119500,2024-01-15,Annual Review
EMP-0188,122000,94000,108000,122000,2025-01-15,Annual Review
EMP-0189,114500,90000,103000,116000,2021-12-15,New Hire
EMP-0189,128000,127000,147000,167500,2022-10-11,Promotion
EMP-0189,172000,172000,195500,220500,2023-08-08,Promotion
EMP-0189,184500,172000,195500,220500,2023-09-01,Market Adjustment
EMP-0189,226500,226500,248000,269500,2024-06-03,Promotion
EMP-0189,236500,231000,253000,275000,2025-01-15,Annual Review
EMP-019,234000,187000,210500,234000,2020-01-15,New Hire
EMP-019,242000,193500,218000,242000,2021-01-15,Annual Review
EMP-019,253000,202500,227500,253000,2022-01-15,Annual Review
EMP-019,261000,209000,235000,261000,2023-01-15,Annual Review
EMP-0190,139000,110500,129000,146500,2022-06-04,New Hire
EMP-0190,145000,114000,133000,151000,2023-01-15,Annual Review
EMP-0190,151000,114000,133000,151000,2023-09-01,Market Adjustment
EMP-0190,156000,117500,137000,156000,2024-01-15,Annual Review
EMP-0191,162000,127000,147000,167500,2022-03-07,New Hire
EMP-0191,169000,131000,152000,173000,2023-01-15,Annual Review
EMP-0191,173000,131000,152000,173000,2023-09-01,Market Adjustment
EMP-0191,178500,135000,157000,178500,2024-01-15,Annual Review
EMP-0191,182000,138000,160000,182000,2025-01-15,Annual Review
EMP-0192,149500,116000,134500,153000,2021-10-27,New Hire
EMP-0192,157000,125500,145500,165500,2023-01-15,Annual Review
EMP-0192,165000,125500,145500,165500,2023-09-01,Market Adjustment
EMP-0192,170500,129500,150000,170500,2024-01-15,Annual Review
EMP-0192,174000,132000,153000,174000,2025-01-15,Annual Review
EMP-0193,133000,101000,117500,133500,2022-09-07,New Hire
EMP-0193,138000,104500,121000,138000,2023-09-01,Market Adjustment
EMP-0193,142000,108000,125000,142000,2024-01-15,Annual Review
EMP-0194,116000,90000,103000,116000,2021-12-11,New Hire
EMP-0194,121500,97000,111000,125500,2023-01-15,Annual Review
EMP-0194,125500,97000,111000,125500,2023-09-01,Market Adjustment
EMP-0194,129500,100000,114500,129500,2024-01-15,Annual Review
EMP-0195,114500,90000,103000,116000,2021-08-02,New Hire
EMP-0195,120000,97000,111000,125500,2023-01-15,Annual Review
EMP-0195,125500,97000,111000,125500,2023-09-01,Market Adjustment
EMP-0195,129500,100000,114500,129500,2024-01-15,Annual Review
EMP-0195,132000,102000,117000,132000,2025-01-15,Annual Review
EMP-0196,106000,86500,100500,114000,2022-02-07,New Hire
EMP-0196,110500,89500,103500,118000,2023-01-15,Annual Review
EMP-0196,118000,89500,103500,118000,2023-09-01,Market Adjustment
EMP-0196,121500,92000,107000,121500,2024-01-15,Annual Review
EMP-0196,124000,94000,109000,124000,2025-01-15,Annual Review
EMP-0197,121500,94000,107500,121500,2022-08-07,New Hire
EMP-0197,125500,97000,111000,125500,2023-09-01,Market Adjustment
EMP-0197,129500,100000,114500,129500,2024-01-15,Annual Review
EMP-0197,132000,102000,117000,132000,2025-01-15,Annual Review
EMP-0198,70500,57000,66000,75000,2021-11-27,New Hire
EMP-0198,74000,62000,71000,81000,2023-01-15,Annual Review
EMP-0198,79500,62000,71000,81000,2023-09-01,Market Adjustment
EMP-0198,83000,63500,73500,83500,2024-01-15,Annual Review
EMP-0199,127000,101000,117500,133500,2022-06-21,New Hire
EMP-0199,132500,104500,121000,138000,2023-01-15,Annual Review
EMP-0199,138000,104500,121000,138000,2023-09-01,Market Adjustment
EMP-0199,142000,108000,125000,142000,2024-01-15,Annual Review
EMP-0200,93000,73500,84500,95500,2022-06-03,New Hire
EMP-0200,97000,76000,87500,99000,2023-01-15,Annual Review
EMP-0200,99000,76000,87500,99000,2023-09-01,Market Adjustment
EMP-0200,102000,78500,90000,102000,2024-01-15,Annual Review
EMP-0200,104000,80000,92000,104000,2025-01-15,Annual Review
EMP-0201,108500,89000,103000,117000,2021-12-28,New Hire
EMP-0201,113000,96000,111000,126500,2023-01-15,Annual Review
EMP-0201,120000,96000,111000,126500,2023-09-01,Market Adjustment
EMP-0201,125500,99000,114500,130500,2024-01-15,Annual Review
EMP-0202,98500,78000,89500,101000,2022-03-05,New Hire
EMP-0202,102500,81000,92500,104500,2023-01-15,Annual Review
EMP-0202,104500,81000,92500,104500,2023-09-01,Market Adjustment
EMP-0202,108000,83500,95500,108000,2024-01-15,Annual Review
EMP-0202,110000,85000,97500,110000,2025-01-15,Annual Review
EMP-0203,101000,78000,89500,101000,2022-03-22,New Hire
EMP-0203,104500,81000,92500,104500,2023-01-15,Annual Review
EMP-0203,108000,83500,95500,108000,2024-01-15,Annual Review
EMP-0203,110000,85000,97500,110000,2025-01-15,Annual Review
EMP-0204,156500,127000,147000,167500,2022-08-19,New Hire
EMP-0204,168000,131000,152000,173000,2023-09-01,Market Adjustment
EMP-0204,175000,135000,157000,178500,2024-01-15,Annual Review
EMP-0205,119000,94000,107500,121500,2022-02-21,New Hire
EMP-0205,124000,97000,111000,125500,2023-01-15,Annual Review
EMP-0205,125500,97000,111000,125500,2023-09-01,Market Adjustment
EMP-0205,129500,100000,114500,129500,2024-01-15,Annual Review
EMP-0206,94000,74500,85500,96500,2022-09-16,New Hire
EMP-0206,99500,77000,88500,100000,2023-09-01,Market Adjustment
EMP-0206,103000,79500,91000,103000,2024-01-15,Annual Review
EMP-0207,110500,94000,107500,121500,2022-05-31,New Hire
EMP-0207,116000,97000,111000,125500,2023-01-15,Annual Review
EMP-0207,122000,97000,111000,125500,2023-09-01,Market Adjustment
EMP-0207,127500,100000,114500,129500,2024-01-15,Annual Review
EMP-0208,69000,57000,66000,75000,2021-10-11,New Hire
EMP-0208,72500,62000,71000,81000,2023-01-15,Annual Review
EMP-0208,77000,62000,71000,81000,2023-09-01,Market Adjustment
EMP-0209,118000,94000,107500,121500,2022-09-25,New Hire
EMP-0209,125500,97000,111000,125500,2023-09-01,Market Adjustment
EMP-0209,129500,100000,114500,129500,2024-01-15,Annual Review
EMP-0210,158000,127000,147000,167500,2022-01-15,New Hire
EMP-0210,165000,131000,152000,173000,2023-01-15,Annual Review
EMP-0210,173000,131000,152000,173000,2023-09-01,Market Adjustment
EMP-0210,178500,135000,157000,178500,2024-01-15,Annual Review
EMP-0211,128500,101000,117500,133500,2022-01-04,New Hire
EMP-0211,134000,104500,121000,138000,2023-01-15,Annual Review
EMP-0211,138000,104500,121000,138000,2023-09-01,Market Adjustment
EMP-0211,142000,108000,125000,142000,2024-01-15,Annual Review
EMP-0212,91500,75000,86000,97000,2021-08-03,New Hire
EMP-0212,95500,81000,92500,104500,2023-01-15,Annual Review
EMP-0212,103000,81000,92500,104500,2023-09-01,Market Adjustment
EMP-0212,107500,83500,95500,108000,2024-01-15,Annual Review
EMP-0213,75500,60000,69000,78000,2022-03-26,New Hire
EMP-0213,78500,62000,71000,81000,2023-01-15,Annual Review
EMP-0213,81000,62000,71000,81000,2023-09-01,Market Adjustment
EMP-0213,83500,63500,73500,83500,2024-01-15,Annual Review
EMP-0213,85000,65000,75000,85000,2025-01-15,Annual Review
EMP-0214,113500,96500,111500,127000,2022-02-14,New Hire
EMP-0214,119000,100000,115000,131000,2023-01-15,Annual Review
EMP-0214,127500,100000,115000,131000,2023-09-01,Market Adjustment
EMP-0214,132500,103000,118500,135000,2024-01-15,Annual Review
EMP-0215,92000,78000,89500,101000,2022-09-22,New Hire
EMP-0215,98500,81000,92500,104500,2023-09-01,Market Adjustment
EMP-0215,103000,83500,95500,108000,2024-01-15,Annual Review
EMP-0215,107500,85000,97500,110000,2025-01-15,Annual Review
EMP-0216,130000,110500,129000,146500,2022-02-02,New Hire
EMP-0216,135500,114000,133000,151000,2023-01-15,Annual Review
EMP-0216,145500,114000,133000,151000,2023-09-01,Market Adjustment
EMP-0216,151500,117500,137000,156000,2024-01-15,Annual Review
EMP-0217,109500,94000,107500,121500,2022-01-12,New Hire
EMP-0217,115000,97000,111000,125500,2023-01-15,Annual Review
EMP-0217,123500,97000,111000,125500,2023-09-01,Market Adjustment
EMP-0217,128500,100000,114500,129500,2024-01-15,Annual Review
EMP-0218,110000,94000,107500,121500,2022-08-09,New Hire
EMP-0218,115500,97000,111000,125500,2023-09-01,Market Adjustment
EMP-0218,120500,100000,114500,129500,2024-01-15,Annual Review
EMP-0218,126000,102000,117000,132000,2025-01-15,Annual Review
EMP-0219,153500,121500,141000,160000,2022-05-24,New Hire
EMP-0219,160000,125500,145500,165500,2023-01-15,Annual Review
EMP-0219,165500,125500,145500,165500,2023-09-01,Market Adjustment
EMP-0219,170500,129500,150000,170500,2024-01-15,Annual Review
EMP-0220,118000,94000,107500,121500,2022-02-22,New Hire
EMP-0220,123000,97000,111000,125500,2023-01-15,Annual Review
EMP-0220,125500,97000,111000,125500,2023-09-01,Market Adjustment
EMP-0220,129500,100000,114500,129500,2024-01-15,Annual Review
EMP-0221,150000,121500,141000,160000,2022-12-31,New Hire
EMP-0221,161500,125500,145500,165500,2023-09-01,Market Adjustment
EMP-0221,168500,129500,150000,170500,2024-01-15,Annual Review
EMP-0221,174000,132000,153000,174000,2025-01-15,Annual Review
EMP-0222,71000,60000,69000,78000,2022-03-21,New Hire
EMP-0222,74500,62000,71000,81000,2023-01-15,Annual Review
EMP-0222,80000,62000,71000,81000,2023-09-01,Market Adjustment
EMP-0222,83500,63500,73500,83500,2024-01-15,Annual Review
EMP-0223,115500,94000,107500,121500,2022-04-06,New Hire
EMP-0223,121000,97000,111000,125500,2023-01-15,Annual Review
EMP-0223,125500,97000,111000,125500,2023-09-01,Market Adjustment
EMP-0223,129500,100000,114500,129500,2024-01-15,Annual Review
EMP-0224,73500,63500,73000,82500,2021-06-19,New Hire
EMP-0224,77000,66000,76500,86500,2022-01-15,Annual Review
EMP-0224,80500,68500,79000,89500,2023-01-15,Annual Review
EMP-0224,86500,68500,79000,89500,2023-09-01,Market Adjustment
